Concept URI,Concept URN,prefLabel,altLabel,Definition,Concept version,Deprecated,Version date and time
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_COUNT_DOXY/,SDN:R03::TEMP_COUNT_DOXY,Count which is expressive of uncalibrated temperature value reported by oxygen sensor,TEMP_COUNT_DOXY,Raw temperature signal (count) from thermistor on dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE555/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE555,Raw downwelling irradiance at 555 nanometers,RAW_DOWNWELLING_IRRADIANCE555,Raw downwelling irradiance signal (count) at 555 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_PAR/,SDN:R03::RAW_DOWNWELLING_PAR,Raw downwelling photosynthetically available radiation,RAW_DOWNWELLING_PAR,Raw downwelling photosynthetically available radiation (PAR) signal (count).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/FIT_ERROR_NITRATE/,SDN:R03::FIT_ERROR_NITRATE,Nitrate fit error,FIT_ERROR_NITRATE,Calibration fit error of nitrate (dimensionless).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/FLUORESCENCE_CHLA/,SDN:R03::FLUORESCENCE_CHLA,Raw signal from chlorophyll-a fluorometer,FLUORESCENCE_CHLA,Raw fluorescence signal (count) from chlorophyll-a fluorometer.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UV_INTENSITY_DARK_SEAWATER_NITRATE/,SDN:R03::UV_INTENSITY_DARK_SEAWATER_NITRATE,Intensity of ultra-violet flux dark seawater from nitrate sensor,UV_INTENSITY_DARK_SEAWATER_NITRATE,Raw ultra-violet (UV) flux signal (count) in seawater and darkness from nitrate sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE443/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE443,Raw downwelling irradiance at 443 nanometers,RAW_DOWNWELLING_IRRADIANCE443,Raw downwelling irradiance signal (count) at 443 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_UPWELLING_RADIANCE443/,SDN:R03::RAW_UPWELLING_RADIANCE443,Raw upwelling radiance at 443 nanometers,RAW_UPWELLING_RADIANCE443,Raw upwelling radiance signal (count) at 443 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_UPWELLING_RADIANCE/,SDN:R03::RAW_UPWELLING_RADIANCE,Raw upwelling radiance at x nanometers,RAW_UPWELLING_RADIANCE,Raw upwelling radiance signal (count) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BETA_BACKSCATTERING/,SDN:R03::BETA_BACKSCATTERING,Total angle specific volume from backscattering sensor at x nanometers,BETA_BACKSCATTERING,Raw backscattering signal (count) from backscattering meter at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE,Raw downwelling irradiance at x nanometers,RAW_DOWNWELLING_IRRADIANCE,Raw downwelling irradiance signal (count) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE412/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE412,Raw downwelling irradiance at 412 nanometers,RAW_DOWNWELLING_IRRADIANCE412,Raw downwelling irradiance signal (count) at 412 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE380/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE380,Raw downwelling irradiance at 380 nanometers,RAW_DOWNWELLING_IRRADIANCE380,Raw downwelling irradiance signal (count) at 380 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE/,SDN:R03::NB_SAMPLE,Number of samples in bin,NB_SAMPLE,Number of samples in bin (dimensionless).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_UPWELLING_RADIANCE555/,SDN:R03::RAW_UPWELLING_RADIANCE555,Raw upwelling radiance at 555 nanometers,RAW_UPWELLING_RADIANCE555,Raw upwelling radiance signal (count) at 555 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/FLUORESCENCE_CDOM/,SDN:R03::FLUORESCENCE_CDOM,Raw fluorescence from coloured dissolved organic matter sensor,FLUORESCENCE_CDOM,Raw fluorescence signal (count) from coloured dissolved organic matter (CDOM) sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UV_INTENSITY_NITRATE/,SDN:R03::UV_INTENSITY_NITRATE,Intensity of ultra-violet flux from nitrate sensor,UV_INTENSITY_NITRATE,Raw ultra-violet (UV) flux signal (count) from nitrate sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/LED_FLASHING_COUNT_DOXY/,SDN:R03::LED_FLASHING_COUNT_DOXY,Number of times oxygen sensor flashing to measure oxygen,LED_FLASHING_COUNT_DOXY,Light-emitting diode (LED) flashing frequency (count) from dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UV_INTENSITY_DARK_NITRATE/,SDN:R03::UV_INTENSITY_DARK_NITRATE,Intensity of ultra-violet flux dark measurement from nitrate sensor,UV_INTENSITY_DARK_NITRATE,Raw ultra-violet (UV) flux signal (count) in darkness from nitrate sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION660/,SDN:R03::TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION660,Particle beam attenuation from transmissometer sensor at 660 nanometers,TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION660,Raw beam attenuation signal (count) from transmissometer sensor at 660 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_DOWNWELLING_IRRADIANCE490/,SDN:R03::RAW_DOWNWELLING_IRRADIANCE490,Raw downwelling irradiance at 490 nanometers,RAW_DOWNWELLING_IRRADIANCE490,Raw downwelling irradiance signal (count) at 490 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/COUNT_DOXY/,SDN:R03::COUNT_DOXY,Count reported by oxygen sensor,COUNT_DOXY,Raw output signal (count) from dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/RAW_UPWELLING_RADIANCE412/,SDN:R03::RAW_UPWELLING_RADIANCE412,Raw upwelling radiance at 412 nanometers,RAW_UPWELLING_RADIANCE412,Raw upwelling radiance signal (count) at 412 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION/,SDN:R03::TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION,Beam attenuation from transmissometer sensor at x nanometers,TRANSMITTANCE_PARTICLE_BEAM_ATTENUATION,Raw beam attenuation signal (count) from transmissometer sensor at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/PSAL/,SDN:R03::PSAL,Practical salinity,PSAL,Practical salinity of the water body by conductivity cell and computation using the UNESCO 1983 algorithm.,1,FALSE,02:22.0
http://vocab.nerc.ac.uk/collection/R03/current/SIDE_SCATTERING_TURBIDITY/,SDN:R03::SIDE_SCATTERING_TURBIDITY,Turbidity signal from side scattering sensor,SIDE_SCATTERING_TURBIDITY,Raw turbidity signal (count) from side scattering sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BETA_BACKSCATTERING470/,SDN:R03::BETA_BACKSCATTERING470,Total angle specific volume from backscattering sensor at 470 nanometers,BETA_BACKSCATTERING470,Raw backscattering signal (count) from backscattering meter at 470 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BETA_BACKSCATTERING700/,SDN:R03::BETA_BACKSCATTERING700,Total angle specific volume from backscattering sensor at 700 nanometers,BETA_BACKSCATTERING700,Raw backscattering signal (count) from backscattering meter at 700 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/MOLAR_NITRATE/,SDN:R03::MOLAR_NITRATE,Molar nitrate concentration,MOLAR_NITRATE,Nitrate concentration (umol/l).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DPHASE_DOXY/,SDN:R03::DPHASE_DOXY,Calibrated phase shift reported by oxygen sensor,DPHASE_DOXY,Calibrated phase (deg) by optode.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BPHASE_DOXY/,SDN:R03::BPHASE_DOXY,Uncalibrated blue excitation light phase shift reported by Aanderaa optode 3830,BPHASE_DOXY,Uncalibrated blue excitation light phase shift (deg) reported by Aanderaa optode 3830.,2,FALSE,40:52.0
http://vocab.nerc.ac.uk/collection/R03/current/RPHASE_DOXY/,SDN:R03::RPHASE_DOXY,Uncalibrated red excitation light phase shift reported by Aanderaa optode 3830,RPHASE_DOXY,Uncalibrated red excitation light phase shift (deg) reported by Aanderaa optode 3830.,2,FALSE,41:38.0
http://vocab.nerc.ac.uk/collection/R03/current/C2PHASE_DOXY/,SDN:R03::C2PHASE_DOXY,Uncalibrated red excitation light phase shift reported by Aanderaa optode 4330/4330F,C2PHASE_DOXY,Uncalibrated red excitation light phase shift (deg) reported by Aanderaa optode 4330/4330F.,2,FALSE,42:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TILT/,SDN:R03::TILT,Inclination of the float axis in respect to the local vertical,TILT,Inclination of the float axis in respect to the local vertical (deg).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TPHASE_DOXY/,SDN:R03::TPHASE_DOXY,Uncalibrated temperature compensated phase shift reported by oxygen sensor,TPHASE_DOXY,Uncalibrated temperature compensated phase shift (deg) reported by oxygen sensor.,2,FALSE,43:30.0
http://vocab.nerc.ac.uk/collection/R03/current/C1PHASE_DOXY/,SDN:R03::C1PHASE_DOXY,Uncalibrated blue excitation light phase shift reported by Aanderaa optode 4330/4330F,C1PHASE_DOXY,Uncalibrated blue excitation light phase shift (deg) reported by Aanderaa optode 4330/4330F.,2,FALSE,42:05.0
http://vocab.nerc.ac.uk/collection/R03/current/PH_IN_SITU_TOTAL/,SDN:R03::PH_IN_SITU_TOTAL,pH (total scale),PH_IN_SITU_TOTAL,pH against the total scale.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/HUMIDITY_NITRATE/,SDN:R03::HUMIDITY_NITRATE,Relative humidity inside the nitrate sensor,HUMIDITY_NITRATE,Relative humidity inside the nitrate sensor (If > 50% there is a leak),1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_NITRATE/,SDN:R03::TEMP_NITRATE,Internal temperature of the nitrate sensor,TEMP_NITRATE,Internal temperature (degC) of the nitrate sensor,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_PH/,SDN:R03::TEMP_PH,Sea temperature from pH sensor,TEMP_PH,Temperature (degC) of seawater from pH sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_DOXY/,SDN:R03::TEMP_DOXY,Sea temperature from oxygen sensor ITS-90 scale,TEMP_DOXY,"Temperature (degC) from thermistor on dissolved oxygen sensor, expressed against the International Temperature Scale 1990 (ITS-90) calibration standard.",1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_SPECTROPHOTOMETER_NITRATE/,SDN:R03::TEMP_SPECTROPHOTOMETER_NITRATE,Temperature of the spectrometer,TEMP_SPECTROPHOTOMETER_NITRATE,Spectrometer temperature (degC) of nitrate sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/IB_PH/,SDN:R03::IB_PH,Base current of pH sensor,IB_PH,Base current (nA) of pH sensor chip.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/CP/,SDN:R03::CP,Particle beam attenuation at x nanometers,CP,Particle beam attenuation (/m) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/FREQUENCY_DOXY/,SDN:R03::FREQUENCY_DOXY,Frequency reported by oxygen sensor,FREQUENCY_DOXY,Raw output signal (hertz) from dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/IK_PH/,SDN:R03::IK_PH,Counter electrode current of pH sensor,IK_PH,Counter electrode current (nA) from pH sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/CP660/,SDN:R03::CP660,Particle beam attenuation at 660 nanometers,CP660,Particle beam attenuation (/m) at 660 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/PPOX_DOXY/,SDN:R03::PPOX_DOXY,Partial pressure of oxygen,PPOX_DOXY,Oxygen partial pressure (mBar).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWNWELLING_PAR/,SDN:R03::DOWNWELLING_PAR,Downwelling photosynthetically available radiation,DOWNWELLING_PAR,Downwelling photosynthetically available radiation (PAR) (uE/m^2/s).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/PH_IN_SITU_SEAWATER/,SDN:R03::PH_IN_SITU_SEAWATER,pH (seawater scale),PH_IN_SITU_SEAWATER,pH against the seawater scale.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BBP/,SDN:R03::BBP,Particle backscattering at x nanometers,BBP,Particle backscattering (/m) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BBP470/,SDN:R03::BBP470,Particle backscattering at 470 nanometers,BBP470,Particle backscattering (/m) at 470 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/VOLTAGE_DOXY/,SDN:R03::VOLTAGE_DOXY,Voltage reported by oxygen sensor,VOLTAGE_DOXY,Raw output signal (volt) from dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/VK_PH/,SDN:R03::VK_PH,Counter electrode voltage of pH sensor,VK_PH,Counter electrode signal (volt) from pH sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/VRS_PH/,SDN:R03::VRS_PH,Voltage difference between reference and source from pH sensor,VRS_PH,"Raw output signal (volt) from pH sensor, equating to the potential between the transistor source and the reference electrode.",1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_VOLTAGE_DOXY/,SDN:R03::TEMP_VOLTAGE_DOXY,Thermistor voltage reported by oxygen sensor,TEMP_VOTLAGE_DOXY,Raw temperature signal (volt) from thermistor on dissolved oxygen sensor.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BBP532/,SDN:R03::BBP532,Particle backscattering at 532 nanometers,BBP532,Particle backscattering (/m) at 532 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/PH_IN_SITU_FREE/,SDN:R03::PH_IN_SITU_FREE,pH (free scale),PH_IN_SITU_FREE,pH against the free scale.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/BBP700/,SDN:R03::BBP700,Particle backscattering at 700 nanometers,BBP700,Particle backscattering (/m) at 700 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/CNDC/,SDN:R03::CNDC,Electrical conductivity,CNDC,Measure of electrical flow through water.,1,FALSE,02:22.0
http://vocab.nerc.ac.uk/collection/R03/current/CDOM/,SDN:R03::CDOM,Concentration of coloured dissolved organic matter in seawater,CDOM,Coloured dissolved organic matter (CDOM) concentration (ppb).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UP_RADIANCE/,SDN:R03::UP_RADIANCE,Upwelling radiance at x nanometers,UP_RADIANCE,Upwelling radiance (W/m^2/nm/sr) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UP_RADIANCE443/,SDN:R03::UP_RADIANCE443,Upwelling radiance at 443 nanometers,UP_RADIANCE443,Upwelling radiance (W/m^2/nm/sr) at 443 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UP_RADIANCE490/,SDN:R03::UP_RADIANCE490,Upwelling radiance at 490 nanometers,UP_RADIANCE490,Upwelling radiance (W/m^2/nm/sr) at 490 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE555/,SDN:R03::DOWN_IRRADIANCE555,Downwelling irradiance at 555 nanometers,DOWN_IRRADIANCE555,Downwelling irradiance (W/m^2/nm) at 555 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE380/,SDN:R03::DOWN_IRRADIANCE380,Downwelling irradiance at 380 nanometers,DOWN_IRRADIANCE380,Downwelling irradiance (W/m^2/nm) at 380 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE443/,SDN:R03::DOWN_IRRADIANCE443,Downwelling irradiance at 443 nanometers,DOWN_IRRADIANCE443,Downwelling irradiance (W/m^2/nm) at 443 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE490/,SDN:R03::DOWN_IRRADIANCE490,Downwelling irradiance at 490 nanometers,DOWN_IRRADIANCE490,Downwelling irradiance (W/m^2/nm) at 490 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE412/,SDN:R03::DOWN_IRRADIANCE412,Downwelling irradiance at 412 nanometers,DOWN_IRRADIANCE412,Downwelling irradiance (W/m^2/nm) at 412 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/DOWN_IRRADIANCE/,SDN:R03::DOWN_IRRADIANCE,Downwelling irradiance at x nanometers,DOWN_IRRADIANCE,Downwelling irradiance (W/m^2/nm) at unspecified wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/MOLAR_DOXY/,SDN:R03::MOLAR_DOXY,"Uncompensated (pressure and salinity) oxygen concentration reported
by the oxygen sensor",MOLAR_DOXY,Dissolved oxygen concentration (umol/l) uncorrected for salinity and pressure effects.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/MTIME/,SDN:R03::MTIME,Fractional day of the individual measurement relative to JULD of the station,MTIME,Fractional day of the individual measurement relative to JULD of the station (days).,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UP_RADIANCE412/,SDN:R03::UP_RADIANCE412,Upwelling radiance at 412 nanometers,UP_RADIANCE412,Upwelling radiance (W/m^2/nm/sr) at 412 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/UP_RADIANCE555/,SDN:R03::UP_RADIANCE555,Upwelling radiance at 555 nanometers,UP_RADIANCE555,Upwelling radiance (W/m^2/nm/sr) at 555 nm wavelength.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/PRES/,SDN:R03::PRES,"Sea water pressure, equals 0 at sea-level",PRES,"The force per unit area exerted by the water column on a pressure sensor, corrected to read zero at sea level.",1,FALSE,02:22.0
http://vocab.nerc.ac.uk/collection/R03/current/PHASE_DELAY_DOXY/,SDN:R03::PHASE_DELAY_DOXY,Phase delay reported by oxygen sensor,PHASE_DELAY_DOXY,Raw phase delay (usec) by optode.,1,FALSE,05:33.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_MCOMS/,SDN:R03::NB_SAMPLE_MCOMS,Number of MCOMS samples in each pressure bin,NB_SAMPLE_MCOMS,Number of WET Labs MCOMS sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_ECO/,SDN:R03::NB_SAMPLE_ECO,Number of ECO samples in each pressure bin,NB_SAMPLE_ECO,Number of Environmental Characterization Optics (ECO) sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_STM/,SDN:R03::NB_SAMPLE_STM,Number of STM samples in each pressure bin,NB_SAMPLE_STM,Number of Seapoint Turbidity Meter (STM) sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_OCR/,SDN:R03::NB_SAMPLE_OCR,Number of OCR samples in each pressure bin,NB_SAMPLE_OCR,Number of OCR sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_SUNA/,SDN:R03::NB_SAMPLE_SUNA,Number of SUNA samples in each pressure bin,NB_SAMPLE_SUNA,Number of SUNA sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_CYC/,SDN:R03::NB_SAMPLE_CYC,Number of CYCLOPS samples in each pressure bin,NB_SAMPLE_CYC,Number of Cyclops sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_CTD/,SDN:R03::NB_SAMPLE_CTD,Number of CTD samples in each pressure bin,NB_SAMPLE_CTD,Number of CTD samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_CROVER/,SDN:R03::NB_SAMPLE_CROVER,Number of c-Rover samples in each pressure bin,NB_SAMPLE_CROVER,Number of c-Rover sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_OPTODE/,SDN:R03::NB_SAMPLE_OPTODE,Number of optode samples in each pressure bin,NB_SAMPLE_OPTODE,Number of optode samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_DURAFET/,SDN:R03::NB_SAMPLE_DURAFET,Number of DURAFET samples in each pressure bin,NB_SAMPLE_DURAFET,Number of Durafet pH sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/TEMP_CNDC/,SDN:R03::TEMP_CNDC,Internal temperature of the conductivity cell,TEMP_CNDC,Internal temperature (degC) of the conductivity cell.,1,FALSE,09:51.0
http://vocab.nerc.ac.uk/collection/R03/current/NB_SAMPLE_ISUS/,SDN:R03::NB_SAMPLE_ISUS,Number of ISUS samples in each pressure bin,NB_SAMPLE_ISUS,Number of In Situ Ultraviolet Spectrophotometer (ISUS) sensor samples in each pressure bin (dimensionless).,1,FALSE,09:51.0
